2024-04-14 09:17:03,562 INFO    MainThread:9804 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-14 09:17:03,567 INFO    MainThread:9804 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-04-14 09:17:03,569 INFO    MainThread:9804 [wandb_init.py:init():623] backend started and connected
2024-04-14 09:17:03,579 INFO    MainThread:9804 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-04-14 09:17:03,580 INFO    MainThread:9804 [wandb_run.py:_label_probe_notebook():1309] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-04-14 09:17:03,581 INFO    MainThread:9804 [wandb_init.py:init():715] updated telemetry
2024-04-14 09:17:03,588 INFO    MainThread:9804 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-04-14 09:17:04,094 INFO    MainThread:9804 [wandb_run.py:_on_init():2357] communicating current version
2024-04-14 09:17:04,165 INFO    MainThread:9804 [wandb_run.py:_on_init():2366] got version response 
2024-04-14 09:17:04,166 INFO    MainThread:9804 [wandb_init.py:init():799] starting run threads in backend
2024-04-14 09:17:08,629 INFO    MainThread:9804 [wandb_run.py:_console_start():2335] atexit reg
2024-04-14 09:17:08,629 INFO    MainThread:9804 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-04-14 09:17:08,630 INFO    MainThread:9804 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-04-14 09:17:08,630 INFO    MainThread:9804 [wandb_run.py:_redirect():2280] Redirects installed.
2024-04-14 09:17:08,630 INFO    MainThread:9804 [wandb_init.py:init():842] run started, returning control to user process
2024-04-14 09:17:08,634 INFO    MainThread:9804 [wandb_run.py:_config_callback():1347] config_cb None None {'return_dict': True, 'output_hidden_states': False, 'output_attentions': False, 'torchscript': False, 'torch_dtype': 'float16', 'use_bfloat16': False, 'tf_legacy_loss': False, 'pruned_heads': {}, 'tie_word_embeddings': False, 'chunk_size_feed_forward': 0, 'is_encoder_decoder': False, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'max_length': 20, 'min_length': 0, 'do_sample': False, 'early_stopping': False, 'num_beams': 1, 'num_beam_groups': 1, 'diversity_penalty': 0.0, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'typical_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 1.0, 'no_repeat_ngram_size': 0, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'remove_invalid_values': False, 'exponential_decay_length_penalty': None, 'suppress_tokens': None, 'begin_suppress_tokens': None, 'architectures': ['GPTNeoXForCausalLM'], 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1}, 'tokenizer_class': None, 'prefix': None, 'bos_token_id': 0, 'pad_token_id': None, 'eos_token_id': 0, 'sep_token_id': None, 'decoder_start_token_id': None, 'task_specific_params': None, 'problem_type': None, '_name_or_path': 'beomi/polyglot-ko-12.8b-safetensors', 'transformers_version': '4.40.0.dev0', 'model_type': 'gpt_neox', 'num_steps': 'global_step301000', 'vocab_size': 30080, 'max_position_embeddings': 2048, 'hidden_size': 5120, 'num_hidden_layers': 40, 'num_attention_heads': 40, 'intermediate_size': 20480, 'hidden_act': 'gelu', 'rotary_pct': 0.5, 'rotary_emb_base': 10000, 'attention_dropout': 0.0, 'hidden_dropout': 0.0, 'classifier_dropout': 0.1, 'initializer_range': 0.02, 'layer_norm_eps': 1e-05, 'use_cache': False, 'use_parallel_residual': True, 'rope_scaling': None, 'attention_bias': True, 'quantization_config': {'quant_method': 'QuantizationMethod.BITS_AND_BYTES', '_load_in_8bit': False, '_load_in_4bit': True, 'llm_int8_threshold': 6.0, 'llm_int8_skip_modules': None, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': True, 'bnb_4bit_compute_dtype': 'bfloat16', 'bnb_4bit_quant_storage': 'uint8', 'load_in_4bit': True, 'load_in_8bit': False}, 'output_dir': 'outputs', 'overwrite_output_dir': False, 'do_train': False, 'do_eval': False, 'do_predict': False, 'evaluation_strategy': 'no', 'prediction_loss_only': False, 'per_device_train_batch_size': 2, 'per_device_eval_batch_size': 8, 'per_gpu_train_batch_size': None, 'per_gpu_eval_batch_size': None, 'gradient_accumulation_steps': 1, 'eval_accumulation_steps': None, 'eval_delay': 0, 'learning_rate': 0.0001, 'weight_decay': 0.0, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'adam_epsilon': 1e-08, 'max_grad_norm': 1.0, 'num_train_epochs': 3.0, 'max_steps': 5, 'lr_scheduler_type': 'linear', 'lr_scheduler_kwargs': {}, 'warmup_ratio': 0.0, 'warmup_steps': 0, 'log_level': 'passive', 'log_level_replica': 'warning', 'log_on_each_node': True, 'logging_dir': 'outputs/runs/Apr14_09-16-59_HP-Z-DSWS', 'logging_strategy': 'steps', 'logging_first_step': False, 'logging_steps': 10, 'logging_nan_inf_filter': True, 'save_strategy': 'steps', 'save_steps': 500, 'save_total_limit': None, 'save_safetensors': True, 'save_on_each_node': False, 'save_only_model': False, 'no_cuda': False, 'use_cpu': False, 'use_mps_device': False, 'seed': 42, 'data_seed': None, 'jit_mode_eval': False, 'use_ipex': False, 'bf16': False, 'fp16': True, 'fp16_opt_level': 'O1', 'half_precision_backend': 'auto', 'bf16_full_eval': False, 'fp16_full_eval': False, 'tf32': None, 'local_rank': 0, 'ddp_backend': None, 'tpu_num_cores': None, 'tpu_metrics_debug': False, 'debug': [], 'dataloader_drop_last': False, 'eval_steps': None, 'dataloader_num_workers': 0, 'dataloader_prefetch_factor': None, 'past_index': -1, 'run_name': 'outputs', 'disable_tqdm': False, 'remove_unused_columns': True, 'label_names': None, 'load_best_model_at_end': False, 'metric_for_best_model': None, 'greater_is_better': None, 'ignore_data_skip': False, 'fsdp': [], 'fsdp_min_num_params': 0, 'fsdp_config': {'min_num_params': 0, 'xla': False, 'xla_fsdp_v2': False, 'xla_fsdp_grad_ckpt': False}, 'fsdp_transformer_layer_cls_to_wrap': None, 'accelerator_config': {'split_batches': False, 'dispatch_batches': None, 'even_batches': True, 'use_seedable_sampler': True, 'gradient_accumulation_kwargs': None}, 'deepspeed': None, 'label_smoothing_factor': 0.0, 'optim': 'paged_adamw_8bit', 'optim_args': None, 'adafactor': False, 'group_by_length': False, 'length_column_name': 'length', 'report_to': ['tensorboard', 'wandb'], 'ddp_find_unused_parameters': None, 'ddp_bucket_cap_mb': None, 'ddp_broadcast_buffers': None, 'dataloader_pin_memory': True, 'dataloader_persistent_workers': False, 'skip_memory_metrics': True, 'use_legacy_prediction_loop': False, 'push_to_hub': False, 'resume_from_checkpoint': None, 'hub_model_id': None, 'hub_strategy': 'every_save', 'hub_token': '<HUB_TOKEN>', 'hub_private_repo': False, 'hub_always_push': False, 'gradient_checkpointing': False, 'gradient_checkpointing_kwargs': None, 'include_inputs_for_metrics': False, 'fp16_backend': 'auto', 'push_to_hub_model_id': None, 'push_to_hub_organization': None, 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', 'mp_parameters': '', 'auto_find_batch_size': False, 'full_determinism': False, 'torchdynamo': None, 'ray_scope': 'last', 'ddp_timeout': 1800, 'torch_compile': False, 'torch_compile_backend': None, 'torch_compile_mode': None, 'dispatch_batches': None, 'split_batches': None, 'include_tokens_per_second': False, 'include_num_input_tokens_seen': False, 'neftune_noise_alpha': None, 'optim_target_modules': None}
2024-04-14 09:17:27,547 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:17:27,547 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:18:10,721 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:18:10,728 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:18:10,728 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:18:11,286 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:18:11,293 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:18:11,294 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:18:41,963 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:18:41,971 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:18:41,972 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:19:02,776 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:19:02,802 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:19:02,802 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:19:05,079 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:19:05,093 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:19:05,094 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:19:24,690 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:19:50,851 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:19:50,851 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:20:01,969 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:20:28,640 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:20:28,640 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:21:09,619 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:21:09,622 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:21:09,622 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:21:21,777 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:21:48,310 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:21:48,311 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:23:05,411 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:23:05,745 INFO    MainThread:9804 [wandb_run.py:_config_callback():1347] config_cb None None {'return_dict': True, 'output_hidden_states': False, 'output_attentions': False, 'torchscript': False, 'torch_dtype': 'float16', 'use_bfloat16': False, 'tf_legacy_loss': False, 'pruned_heads': {}, 'tie_word_embeddings': False, 'chunk_size_feed_forward': 0, 'is_encoder_decoder': False, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'max_length': 20, 'min_length': 0, 'do_sample': False, 'early_stopping': False, 'num_beams': 1, 'num_beam_groups': 1, 'diversity_penalty': 0.0, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'typical_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 1.0, 'no_repeat_ngram_size': 0, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'remove_invalid_values': False, 'exponential_decay_length_penalty': None, 'suppress_tokens': None, 'begin_suppress_tokens': None, 'architectures': ['GPTNeoXForCausalLM'], 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1}, 'tokenizer_class': None, 'prefix': None, 'bos_token_id': 0, 'pad_token_id': None, 'eos_token_id': 0, 'sep_token_id': None, 'decoder_start_token_id': None, 'task_specific_params': None, 'problem_type': None, '_name_or_path': 'beomi/polyglot-ko-12.8b-safetensors', 'transformers_version': '4.40.0.dev0', 'model_type': 'gpt_neox', 'num_steps': 'global_step301000', 'vocab_size': 30080, 'max_position_embeddings': 2048, 'hidden_size': 5120, 'num_hidden_layers': 40, 'num_attention_heads': 40, 'intermediate_size': 20480, 'hidden_act': 'gelu', 'rotary_pct': 0.5, 'rotary_emb_base': 10000, 'attention_dropout': 0.0, 'hidden_dropout': 0.0, 'classifier_dropout': 0.1, 'initializer_range': 0.02, 'layer_norm_eps': 1e-05, 'use_cache': False, 'use_parallel_residual': True, 'rope_scaling': None, 'attention_bias': True, 'quantization_config': {'quant_method': 'QuantizationMethod.BITS_AND_BYTES', '_load_in_8bit': False, '_load_in_4bit': True, 'llm_int8_threshold': 6.0, 'llm_int8_skip_modules': None, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': True, 'bnb_4bit_compute_dtype': 'bfloat16', 'bnb_4bit_quant_storage': 'uint8', 'load_in_4bit': True, 'load_in_8bit': False}, 'output_dir': 'outputs', 'overwrite_output_dir': False, 'do_train': False, 'do_eval': False, 'do_predict': False, 'evaluation_strategy': 'no', 'prediction_loss_only': False, 'per_device_train_batch_size': 2, 'per_device_eval_batch_size': 8, 'per_gpu_train_batch_size': None, 'per_gpu_eval_batch_size': None, 'gradient_accumulation_steps': 1, 'eval_accumulation_steps': None, 'eval_delay': 0, 'learning_rate': 0.0001, 'weight_decay': 0.0, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'adam_epsilon': 1e-08, 'max_grad_norm': 1.0, 'num_train_epochs': 3.0, 'max_steps': 15, 'lr_scheduler_type': 'linear', 'lr_scheduler_kwargs': {}, 'warmup_ratio': 0.0, 'warmup_steps': 0, 'log_level': 'passive', 'log_level_replica': 'warning', 'log_on_each_node': True, 'logging_dir': 'outputs/runs/Apr14_09-23-05_HP-Z-DSWS', 'logging_strategy': 'steps', 'logging_first_step': False, 'logging_steps': 10, 'logging_nan_inf_filter': True, 'save_strategy': 'steps', 'save_steps': 500, 'save_total_limit': None, 'save_safetensors': True, 'save_on_each_node': False, 'save_only_model': False, 'no_cuda': False, 'use_cpu': False, 'use_mps_device': False, 'seed': 42, 'data_seed': None, 'jit_mode_eval': False, 'use_ipex': False, 'bf16': False, 'fp16': True, 'fp16_opt_level': 'O1', 'half_precision_backend': 'auto', 'bf16_full_eval': False, 'fp16_full_eval': False, 'tf32': None, 'local_rank': 0, 'ddp_backend': None, 'tpu_num_cores': None, 'tpu_metrics_debug': False, 'debug': [], 'dataloader_drop_last': False, 'eval_steps': None, 'dataloader_num_workers': 0, 'dataloader_prefetch_factor': None, 'past_index': -1, 'run_name': 'outputs', 'disable_tqdm': False, 'remove_unused_columns': True, 'label_names': None, 'load_best_model_at_end': False, 'metric_for_best_model': None, 'greater_is_better': None, 'ignore_data_skip': False, 'fsdp': [], 'fsdp_min_num_params': 0, 'fsdp_config': {'min_num_params': 0, 'xla': False, 'xla_fsdp_v2': False, 'xla_fsdp_grad_ckpt': False}, 'fsdp_transformer_layer_cls_to_wrap': None, 'accelerator_config': {'split_batches': False, 'dispatch_batches': None, 'even_batches': True, 'use_seedable_sampler': True, 'gradient_accumulation_kwargs': None}, 'deepspeed': None, 'label_smoothing_factor': 0.0, 'optim': 'paged_adamw_8bit', 'optim_args': None, 'adafactor': False, 'group_by_length': False, 'length_column_name': 'length', 'report_to': ['tensorboard', 'wandb'], 'ddp_find_unused_parameters': None, 'ddp_bucket_cap_mb': None, 'ddp_broadcast_buffers': None, 'dataloader_pin_memory': True, 'dataloader_persistent_workers': False, 'skip_memory_metrics': True, 'use_legacy_prediction_loop': False, 'push_to_hub': False, 'resume_from_checkpoint': None, 'hub_model_id': None, 'hub_strategy': 'every_save', 'hub_token': '<HUB_TOKEN>', 'hub_private_repo': False, 'hub_always_push': False, 'gradient_checkpointing': False, 'gradient_checkpointing_kwargs': None, 'include_inputs_for_metrics': False, 'fp16_backend': 'auto', 'push_to_hub_model_id': None, 'push_to_hub_organization': None, 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', 'mp_parameters': '', 'auto_find_batch_size': False, 'full_determinism': False, 'torchdynamo': None, 'ray_scope': 'last', 'ddp_timeout': 1800, 'torch_compile': False, 'torch_compile_backend': None, 'torch_compile_mode': None, 'dispatch_batches': None, 'split_batches': None, 'include_tokens_per_second': False, 'include_num_input_tokens_seen': False, 'neftune_noise_alpha': None, 'optim_target_modules': None}
2024-04-14 09:24:01,388 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:24:01,388 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:24:04,185 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:24:04,197 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:24:04,198 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:24:05,538 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:24:05,541 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:24:05,541 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:24:07,669 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:24:11,653 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:24:11,653 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:24:27,576 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:24:31,605 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:24:31,606 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:24:40,039 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:24:44,023 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:24:44,023 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:27:57,854 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:27:57,856 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:27:57,857 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:27:58,987 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:27:59,001 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:27:59,002 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:01,122 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:01,157 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:01,157 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:08,339 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:08,374 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:08,374 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:16,041 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:21,783 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:21,783 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:28,808 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:35,383 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:35,384 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:35,426 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:35,431 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:35,431 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:37,477 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:37,511 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:37,511 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:51,037 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:51,100 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:51,100 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:52,070 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:52,077 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:52,077 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:53,780 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:53,805 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:53,805 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:54,743 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:54,746 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:54,746 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:57,002 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-14 09:28:57,154 INFO    MainThread:9804 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-14 09:28:57,154 INFO    MainThread:9804 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-14 09:28:58,304 INFO    MainThread:9804 [wandb_init.py:_resume_backend():437] resuming backend
